"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 82","119.04","113.71","120.47","113.25","-","5.54%"
"Jul 82","119.05","119.33","121.06","116.12","-","0.01%"
"Aug 82","120.29","117.80","121.41","116.95","-","1.04%"
"Sep 82","122.20","120.03","122.76","118.78","-","1.59%"
"Oct 82","124.78","122.14","124.78","121.23","-","2.11%"
"Nov 82","121.00","124.36","126.02","121.00","-","-3.03%"
"Dec 82","117.36","121.03","121.45","117.05","-","-3.01%"
"Jan 83","121.12","116.97","121.12","115.43","-","3.20%"
"Feb 83","120.35","120.99","122.28","118.02","-","-0.64%"
"Mar 83","122.21","120.79","122.65","118.97","-","1.55%"
"Apr 83","122.39","122.27","122.43","121.14","-","0.15%"
"May 83","123.79","122.04","123.79","120.90","-","1.14%"
"Jun 83","124.94","124.68","126.21","124.25","-","0.93%"
"Jul 83","128.44","124.98","128.44","124.98","-","2.80%"
"Aug 83","130.84","129.68","131.94","128.09","-","1.87%"
"Sep 83","128.35","130.74","130.77","128.35","-","-1.90%"
"Oct 83","128.40","128.15","128.44","126.21","-","0.04%"
"Nov 83","130.64","129.23","131.36","128.90","-","1.74%"
"Dec 83","131.79","130.78","134.05","130.78","-","0.88%"
"Jan 84","135.51","133.19","136.15","133.19","-","2.82%"
"Feb 84","128.25","134.65","134.65","128.25","-","-5.36%"
"Mar 84","128.22","128.68","129.97","126.18","-","-0.02%"
"Apr 84","132.64","128.36","132.64","128.36","-","3.45%"
"May 84","133.69","132.95","135.06","132.10","-","0.79%"
"Jun 84","136.26","132.00","136.90","131.50","-","1.92%"
"Jul 84","141.29","136.70","141.29","136.70","-","3.69%"
"Aug 84","140.33","141.71","141.71","139.01","-","-0.68%"
"Sep 84","147.55","141.92","149.30","141.92","-","5.15%"
"Oct 84","146.39","147.05","150.09","145.49","-","-0.79%"
"Nov 84","149.21","144.76","149.21","142.32","-","1.93%"
"Dec 84","151.47","149.51","151.47","147.47","-","1.51%"
"Jan 85","152.72","152.23","153.89","151.80","-","0.83%"
"Feb 85","160.41","153.47","164.72","153.47","-","5.04%"
"Mar 85","149.18","161.04","163.83","149.18","-","-7.00%"
"Apr 85","149.70","150.65","153.16","144.83","-","0.35%"
"May 85","147.86","151.57","154.52","147.06","-","-1.23%"
"Jun 85","146.12","146.94","149.41","145.92","-","-1.18%"
"Jul 85","137.26","146.44","146.61","137.26","-","-6.06%"
"Aug 85","138.20","138.42","139.85","135.56","-","0.68%"
"Sep 85","132.12","139.91","144.19","131.55","-","-4.40%"
"Oct 85","129.39","131.15","132.38","129.39","-","-2.07%"
"Nov 85","124.99","128.69","129.44","124.77","-","-3.40%"
"Dec 85","123.46","124.42","127.68","123.24","-","-1.22%"
"Jan 86","121.52","123.71","125.21","121.03","-","-1.57%"
"Feb 86","115.08","121.78","123.26","113.45","-","-5.30%"
"Mar 86","117.92","114.94","118.71","113.66","-","2.47%"
"Apr 86","111.77","117.78","121.16","110.76","-","-5.22%"
"May 86","117.51","112.28","117.65","110.35","-","5.14%"
"Jun 86","111.61","117.83","118.03","111.34","-","-5.02%"
"Jul 86","108.04","111.26","112.09","107.98","-","-3.20%"
"Aug 86","106.43","107.85","108.72","106.31","-","-1.49%"
"Sep 86","106.74","106.76","108.98","104.92","-","0.29%"
"Oct 86","109.27","106.83","109.77","104.99","-","2.37%"
"Nov 86","105.92","109.67","109.69","105.91","-","-3.07%"
"Dec 86","103.58","105.53","107.94","103.55","-","-2.21%"
"Jan 87","99.86","104.44","104.48","97.19","-","-3.59%"
"Feb 87","99.26","99.29","101.21","97.87","-","-0.60%"
"Mar 87","97.11","99.17","100.44","96.81","-","-2.17%"
"Apr 87","95.94","97.73","98.44","95.25","-","-1.20%"
"May 87","97.77","95.83","97.91","94.75","-","1.91%"
"Jun 87","98.13","98.30","99.06","96.00","-","0.37%"
"Jul 87","99.79","98.03","100.23","97.97","-","1.69%"
"Aug 87","97.32","99.77","101.74","96.95","-","-2.48%"
"Sep 87","98.57","97.04","98.69","95.97","-","1.28%"
"Oct 87","93.65","98.63","98.81","93.26","-","-4.99%"
"Nov 87","89.15","93.24","93.36","89.03","-","-4.81%"
"Dec 87","85.42","89.99","90.79","85.33","-","-4.18%"
"Jan 88","90.34","85.67","90.81","85.33","-","5.76%"
"Feb 88","90.53","90.88","92.04","90.30","-","0.21%"
"Mar 88","88.30","90.55","90.96","88.16","-","-2.46%"
"Apr 88","89.16","88.33","90.12","87.87","-","0.97%"
"May 88","91.09","89.30","91.12","88.94","-","2.16%"
"Jun 88","95.41","90.86","96.09","90.49","-","4.74%"
"Jul 88","97.53","95.94","98.60","95.07","-","2.22%"
"Aug 88","98.42","97.42","99.61","96.86","-","0.91%"
"Sep 88","97.69","98.55","98.83","96.83","-","-0.74%"
"Oct 88","93.76","97.65","97.65","92.82","-","-4.02%"
"Nov 88","90.53","93.69","93.96","90.05","-","-3.44%"
"Dec 88","92.50","90.50","93.66","90.04","-","2.18%"
"Jan 89","96.77","92.60","96.84","91.77","-","4.62%"
"Feb 89","94.90","96.68","97.17","94.39","-","-1.93%"
"Mar 89","98.14","95.64","98.53","95.57","-","3.41%"
"Apr 89","97.71","98.01","98.04","96.11","-","-0.44%"
"May 89","102.98","98.06","104.28","97.89","-","5.39%"
"Jun 89","102.02","103.08","106.56","100.66","-","-0.93%"
"Jul 89","97.39","101.21","101.24","97.29","-","-4.54%"
"Aug 89","102.28","97.46","102.46","96.76","-","5.02%"
"Sep 89","98.47","102.43","104.19","98.06","-","-3.73%"
"Oct 89","98.07","98.68","101.31","97.49","-","-0.41%"
"Nov 89","96.27","98.16","99.06","96.13","-","-1.84%"
"Dec 89","93.21","96.52","96.65","92.60","-","-3.18%"
"Jan 90","92.41","93.19","94.54","91.89","-","-0.86%"
"Feb 90","93.29","92.32","93.45","91.26","-","0.95%"
"Mar 90","93.69","93.67","94.72","93.23","-","0.43%"
"Apr 90","93.07","94.28","94.32","92.71","-","-0.66%"
"May 90","92.98","93.23","93.30","90.66","-","-0.10%"
"Jun 90","91.15","92.86","93.36","91.13","-","-1.97%"
"Jul 90","87.17","90.75","90.85","87.14","-","-4.37%"
"Aug 90","86.56","87.40","89.08","84.90","-","-0.70%"
"Sep 90","86.00","86.23","87.39","84.74","-","-0.65%"
"Oct 90","83.28","85.16","85.52","81.92","-","-3.16%"
"Nov 90","82.93","83.51","83.62","81.27","-","-0.42%"
"Dec 90","83.07","83.52","85.39","81.73","-","0.17%"
"Jan 91","82.00","83.37","85.22","81.91","-","-1.29%"
"Feb 91","84.08","82.18","84.23","80.34","-","2.54%"
"Mar 91","92.02","84.71","92.46","84.23","-","9.44%"
"Apr 91","91.54","91.32","94.46","89.29","-","-0.52%"
"May 91","93.13","91.17","93.58","90.74","-","1.74%"
"Jun 91","96.06","93.73","96.75","93.02","-","3.15%"
"Jul 91","93.49","96.07","97.32","92.89","-","-2.68%"
"Aug 91","93.49","93.62","96.56","91.85","-","0.00%"
"Sep 91","89.90","93.30","93.77","89.65","-","-3.84%"
"Oct 91","89.93","90.01","92.03","89.39","-","0.03%"
"Nov 91","88.19","89.72","89.76","86.26","-","-1.93%"
"Dec 91","83.52","87.54","87.87","83.21","-","-5.30%"
"Jan 92","87.49","83.52","88.68","82.80","-","4.75%"
"Feb 92","88.99","87.14","89.92","85.23","-","1.71%"
"Mar 92","89.65","89.10","91.53","88.70","-","0.74%"
"Apr 92","89.62","89.62","90.78","88.43","-","-0.03%"
"May 92","87.22","89.53","89.60","86.58","-","-2.68%"
"Jun 92","83.72","87.26","87.81","83.24","-","-4.01%"
"Jul 92","81.91","83.72","83.97","80.58","-","-2.16%"
"Aug 92","78.88","81.94","82.57","78.67","-","-3.70%"
"Sep 92","81.10","78.84","85.96","78.19","-","2.81%"
"Oct 92","87.63","81.05","87.93","81.05","-","8.05%"
"Nov 92","90.84","87.71","91.55","87.70","-","3.66%"
"Dec 92","92.36","90.89","92.52","88.64","-","1.67%"
"Jan 93","92.46","92.17","93.75","90.09","-","0.11%"
"Feb 93","94.05","92.47","94.86","92.42","-","1.72%"
"Mar 93","91.87","94.09","94.80","91.79","-","-2.32%"
"Apr 93","89.49","91.96","92.31","88.37","-","-2.59%"
"May 93","89.08","89.49","91.38","88.53","-","-0.46%"
"Jun 93","93.63","89.10","94.15","88.85","-","5.11%"
"Jul 93","95.37","93.70","95.62","92.82","-","1.86%"
"Aug 93","93.95","95.48","95.80","93.12","-","-1.49%"
"Sep 93","92.82","93.96","94.15","90.29","-","-1.20%"
"Oct 93","95.08","92.80","95.34","91.21","-","2.43%"
"Nov 93","96.21","95.19","96.37","94.41","-","1.19%"
"Dec 93","96.84","96.21","96.85","94.67","-","0.65%"
"Jan 94","95.59","96.76","97.09","95.15","-","-1.29%"
"Feb 94","94.55","95.46","97.10","94.34","-","-1.09%"
"Mar 94","93.06","94.61","95.42","92.86","-","-1.58%"
"Apr 94","92.12","93.38","95.33","91.71","-","-1.01%"
"May 94","92.52","92.57","93.75","91.51","-","0.43%"
"Jun 94","89.62","92.47","93.58","89.09","-","-3.13%"
"Jul 94","89.87","89.55","90.56","86.65","-","0.28%"
"Aug 94","89.67","89.39","90.31","87.41","-","-0.22%"
"Sep 94","87.88","89.71","89.72","87.14","-","-2.00%"
"Oct 94","85.69","87.72","88.37","84.91","-","-2.49%"
"Nov 94","89.13","85.54","89.27","85.20","-","4.01%"
"Dec 94","88.73","89.02","90.18","88.46","-","-0.45%"
"Jan 95","87.99","88.84","89.63","86.95","-","-0.83%"
"Feb 95","85.93","87.93","88.49","85.69","-","-2.34%"
"Mar 95","81.90","85.87","86.10","81.24","-","-4.69%"
"Apr 95","81.80","81.87","83.03","80.05","-","-0.12%"
"May 95","82.57","81.87","84.84","80.55","-","0.94%"
"Jun 95","81.58","82.71","83.58","81.35","-","-1.20%"
"Jul 95","81.57","81.55","82.80","81.22","-","-0.01%"
"Aug 95","85.57","81.67","86.63","81.03","-","4.90%"
"Sep 95","84.29","85.58","87.47","83.50","-","-1.50%"
"Oct 95","83.66","84.31","84.90","82.99","-","-0.75%"
"Nov 95","85.26","83.67","85.38","83.34","-","1.91%"
"Dec 95","84.76","85.17","85.63","84.34","-","-0.59%"
"Jan 96","87.38","84.82","87.72","84.48","-","3.09%"
"Feb 96","86.29","87.25","87.56","85.24","-","-1.25%"
"Mar 96","86.52","86.25","87.12","86.08","-","0.27%"
"Apr 96","88.02","86.58","88.29","86.27","-","1.73%"
"May 96","87.78","88.05","89.04","87.37","-","-0.27%"
"Jun 96","87.82","87.78","88.56","87.35","-","0.05%"
"Jul 96","85.90","87.94","88.32","85.63","-","-2.19%"
"Aug 96","86.36","85.91","86.96","85.81","-","0.54%"
"Sep 96","87.94","86.49","88.12","86.32","-","1.83%"
"Oct 96","87.43","87.88","88.53","86.93","-","-0.58%"
"Nov 96","87.92","87.41","87.96","86.04","-","0.56%"
"Dec 96","88.18","87.95","89.14","87.69","-","0.30%"
"Jan 97","93.04","88.85","93.59","88.03","-","5.51%"
"Feb 97","94.89","93.04","95.80","92.87","-","1.99%"
"Mar 97","94.72","94.98","96.32","94.18","-","-0.18%"
"Apr 97","97.18","94.73","97.47","94.02","-","2.60%"
"May 97","94.85","97.23","97.35","93.07","-","-2.40%"
"Jun 97","95.67","95.06","96.22","94.42","-","0.86%"
"Jul 97","99.64","95.66","100.00","95.14","-","4.15%"
"Aug 97","99.00","99.59","101.79","97.96","-","-0.64%"
"Sep 97","97.11","98.22","100.23","96.69","-","-1.91%"
"Oct 97","95.64","97.19","98.22","94.83","-","-1.51%"
"Nov 97","97.79","95.57","97.99","94.73","-","2.25%"
"Dec 97","99.65","97.69","99.73","97.66","-","1.90%"
"Jan 98","100.79","99.24","101.68","97.67","-","1.14%"
"Feb 98","99.82","100.78","101.04","98.51","-","-0.96%"
"Mar 98","101.50","99.72","101.69","99.09","-","1.68%"
"Apr 98","99.71","101.53","102.11","98.96","-","-1.76%"
"May 98","100.45","99.74","100.66","98.57","-","0.74%"
"Jun 98","101.17","100.34","102.45","99.43","-","0.72%"
"Jul 98","101.20","101.02","102.67","100.19","-","0.03%"
"Aug 98","100.20","101.12","102.88","99.70","-","-0.99%"
"Sep 98","96.17","99.72","100.13","95.41","-","-4.02%"
"Oct 98","93.73","96.12","96.31","90.57","-","-2.54%"
"Nov 98","96.20","93.53","96.94","93.29","-","2.64%"
"Dec 98","94.17","96.12","96.14","93.19","-","-2.11%"
"Jan 99","96.08","94.75","96.24","93.05","-","2.03%"
"Feb 99","98.68","95.90","99.48","95.38","-","2.71%"
"Mar 99","100.10","98.89","100.79","98.16","-","1.44%"
"Apr 99","101.00","100.02","101.36","99.43","-","0.90%"
"May 99","102.51","100.96","102.64","99.35","-","1.50%"
"Jun 99","102.85","102.34","103.48","100.87","-","0.33%"
"Jul 99","99.75","102.71","104.88","99.62","-","-3.01%"
"Aug 99","99.95","99.97","101.46","98.88","-","0.20%"
"Sep 99","98.54","100.04","101.27","98.26","-","-1.41%"
"Oct 99","99.06","98.52","99.92","96.94","-","0.53%"
"Nov 99","101.99","98.98","102.34","98.72","-","2.96%"
"Dec 99","101.87","101.98","102.76","100.49","-","-0.12%"
"Jan 00","105.13","101.67","105.28","99.71","-","3.20%"
"Feb 00","105.92","104.98","106.86","102.92","-","0.75%"
"Mar 00","105.44","106.22","106.61","104.48","-","-0.45%"
"Apr 00","110.14","105.61","110.32","104.23","-","4.46%"
"May 00","108.74","109.90","112.86","108.18","-","-1.27%"
"Jun 00","106.84","108.65","109.42","105.56","-","-1.75%"
"Jul 00","109.57","106.82","109.92","106.70","-","2.56%"
"Aug 00","112.60","109.50","112.93","109.35","-","2.77%"
"Sep 00","113.25","112.36","116.75","111.25","-","0.58%"
"Oct 00","116.65","113.14","119.07","112.95","-","3.00%"
"Nov 00","115.24","116.60","118.69","112.75","-","-1.21%"
"Dec 00","109.56","115.21","115.44","109.46","-","-4.93%"
"Jan 01","110.52","109.33","112.65","108.09","-","0.88%"
"Feb 01","112.01","110.30","113.62","109.40","-","1.35%"
"Mar 01","117.37","112.04","117.63","110.82","-","4.79%"
"Apr 01","115.85","117.70","117.82","113.86","-","-1.30%"
"May 01","119.07","115.71","119.29","114.27","-","2.78%"
"Jun 01","119.43","119.11","120.33","117.43","-","0.30%"
"Jul 01","117.18","119.39","121.02","116.34","-","-1.88%"
"Aug 01","113.42","117.07","117.16","112.32","-","-3.21%"
"Sep 01","113.48","113.48","116.08","111.31","-","0.05%"
"Oct 01","114.86","113.69","116.27","112.27","-","1.22%"
"Nov 01","116.13","114.71","117.43","113.66","-","1.11%"
"Dec 01","116.75","115.61","118.26","114.43","-","0.53%"
"Jan 02","120.24","116.40","120.51","115.54","-","2.99%"
"Feb 02","119.16","120.21","120.40","118.09","-","-0.90%"
"Mar 02","118.62","119.29","119.61","116.76","-","-0.45%"
"Apr 02","115.19","118.56","118.70","114.72","-","-2.89%"
"May 02","111.81","115.18","115.34","110.88","-","-2.93%"
"Jun 02","106.11","111.93","112.04","105.37","-","-5.10%"
"Jul 02","107.41","105.76","107.88","103.54","-","1.23%"
"Aug 02","106.98","107.61","109.00","106.18","-","-0.40%"
"Sep 02","106.87","106.43","109.67","105.41","-","-0.10%"
"Oct 02","106.64","106.74","108.74","106.54","-","-0.22%"
"Nov 02","106.41","106.55","106.97","104.12","-","-0.22%"
"Dec 02","101.85","106.57","107.31","101.82","-","-4.29%"
"Jan 03","99.91","102.36","103.20","98.76","-","-1.90%"
"Feb 03","99.71","100.26","100.89","98.65","-","-0.20%"
"Mar 03","99.06","99.74","102.15","97.57","-","-0.65%"
"Apr 03","97.19","98.86","101.81","97.10","-","-1.89%"
"May 03","93.27","97.18","97.25","92.21","-","-4.03%"
"Jun 03","94.73","93.73","95.34","91.88","-","1.57%"
"Jul 03","96.89","94.54","97.45","93.96","-","2.28%"
"Aug 03","98.10","96.87","99.49","95.56","-","1.25%"
"Sep 03","92.85","97.88","99.37","92.10","-","-5.35%"
"Oct 03","92.73","92.73","93.42","91.01","-","-0.13%"
"Nov 03","90.21","92.64","94.13","90.04","-","-2.72%"
"Dec 03","86.92","90.16","90.54","86.36","-","-3.65%"
"Jan 04","87.20","86.79","88.07","84.80","-","0.32%"
"Feb 04","87.31","87.14","88.02","84.56","-","0.13%"
"Mar 04","87.61","87.10","89.84","87.03","-","0.34%"
"Apr 04","90.48","87.57","91.56","87.02","-","3.28%"
"May 04","88.95","90.63","92.29","88.47","-","-1.69%"
"Jun 04","88.80","88.64","90.42","88.04","-","-0.17%"
"Jul 04","89.96","88.84","90.29","87.00","-","1.31%"
"Aug 04","88.94","89.71","90.19","87.66","-","-1.13%"
"Sep 04","87.36","88.91","89.75","87.35","-","-1.78%"
"Oct 04","84.91","87.41","88.64","84.73","-","-2.80%"
"Nov 04","81.82","84.70","85.66","81.53","-","-3.64%"
"Dec 04","80.85","81.81","83.18","80.39","-","-1.19%"
"Jan 05","83.60","81.05","84.08","80.77","-","3.40%"
"Feb 05","82.51","83.49","85.44","82.30","-","-1.30%"
"Mar 05","84.06","82.65","84.74","81.28","-","1.88%"
"Apr 05","84.43","84.07","85.32","83.36","-","0.44%"
"May 05","87.76","84.46","87.80","83.75","-","3.94%"
"Jun 05","89.11","87.74","89.48","87.15","-","1.54%"
"Jul 05","89.35","89.17","90.77","88.28","-","0.27%"
"Aug 05","87.58","89.41","89.44","86.76","-","-1.98%"
"Sep 05","89.52","87.59","89.82","86.02","-","2.22%"
"Oct 05","90.07","89.51","90.74","88.53","-","0.61%"
"Nov 05","91.57","90.12","92.63","89.62","-","1.67%"
"Dec 05","91.17","91.54","92.32","89.52","-","-0.44%"
"Jan 06","88.96","90.75","90.94","87.83","-","-2.42%"
"Feb 06","90.11","88.96","91.02","88.84","-","1.29%"
"Mar 06","89.73","90.08","91.16","88.85","-","-0.42%"
"Apr 06","86.11","89.74","90.40","86.00","-","-4.03%"
"May 06","84.72","85.93","86.36","83.60","-","-1.61%"
"Jun 06","85.22","84.68","87.05","83.72","-","0.59%"
"Jul 06","85.30","85.20","87.33","84.77","-","0.09%"
"Aug 06","85.05","85.28","85.75","84.39","-","-0.29%"
"Sep 06","85.97","85.09","86.22","84.73","-","1.08%"
"Oct 06","85.32","86.01","87.30","85.21","-","-0.76%"
"Nov 06","82.92","85.29","85.93","82.79","-","-2.81%"
"Dec 06","83.72","82.91","84.22","82.24","-","0.96%"
"Jan 07","84.61","83.46","85.43","83.15","-","1.06%"
"Feb 07","83.57","84.65","85.21","83.40","-","-1.23%"
"Mar 07","82.93","83.62","84.38","82.64","-","-0.77%"
"Apr 07","81.45","82.91","83.21","81.27","-","-1.78%"
"May 07","82.30","81.42","82.60","81.25","-","1.04%"
"Jun 07","81.92","82.31","83.27","81.70","-","-0.46%"
"Jul 07","80.77","81.87","81.95","80.02","-","-1.40%"
"Aug 07","80.79","80.90","82.13","79.96","-","0.02%"
"Sep 07","77.72","80.81","81.14","77.67","-","-3.80%"
"Oct 07","76.48","77.79","78.89","76.47","-","-1.60%"
"Nov 07","76.15","76.61","76.87","74.48","-","-0.43%"
"Dec 07","76.69","75.93","77.85","75.59","-","0.71%"
"Jan 08","75.18","76.35","77.35","74.97","-","-1.97%"
"Feb 08","73.71","75.23","77.04","73.56","-","-1.96%"
"Mar 08","71.80","73.75","73.95","70.70","-","-2.59%"
"Apr 08","72.51","71.87","73.11","71.19","-","0.99%"
"May 08","72.88","72.57","73.89","71.82","-","0.51%"
"Jun 08","72.46","72.87","74.31","72.04","-","-0.58%"
"Jul 08","73.23","72.46","73.54","71.31","-","1.06%"
"Aug 08","77.38","73.22","77.62","73.20","-","5.67%"
"Sep 08","79.45","77.75","80.38","75.89","-","2.68%"
"Oct 08","85.63","79.20","87.88","78.95","-","7.78%"
"Nov 08","86.52","85.81","88.46","83.90","-","1.04%"
"Dec 08","81.15","86.42","87.70","77.69","-","-6.21%"
"Jan 09","85.83","81.18","86.81","80.85","-","5.77%"
"Feb 09","88.17","86.08","88.49","84.47","-","2.73%"
"Mar 09","85.51","88.58","89.62","82.63","-","-3.02%"
"Apr 09","84.82","85.53","86.87","83.73","-","-0.81%"
"May 09","79.23","84.72","84.87","79.18","-","-6.59%"
"Jun 09","80.16","79.35","81.47","78.33","-","1.17%"
"Jul 09","78.35","80.12","80.89","78.22","-","-2.26%"
"Aug 09","78.17","78.25","79.51","77.43","-","-0.23%"
"Sep 09","76.65","78.11","78.94","75.83","-","-1.94%"
"Oct 09","76.30","76.65","77.47","74.94","-","-0.46%"
"Nov 09","74.78","76.37","76.82","74.17","-","-1.99%"
"Dec 09","77.86","74.71","78.45","74.27","-","4.12%"
"Jan 10","79.46","77.92","79.50","76.60","-","2.05%"
"Feb 10","80.36","79.46","81.34","78.68","-","1.13%"
"Mar 10","81.07","80.42","82.24","79.51","-","0.88%"
"Apr 10","81.87","81.04","82.71","80.03","-","0.99%"
"May 10","86.59","81.84","87.46","81.83","-","5.77%"
"Jun 10","86.02","86.58","88.71","85.09","-","-0.66%"
"Jul 10","81.54","86.10","86.26","81.46","-","-5.21%"
"Aug 10","83.20","81.50","83.56","80.08","-","2.04%"
"Sep 10","78.72","83.09","83.22","78.41","-","-5.38%"
"Oct 10","77.27","78.80","78.83","76.14","-","-1.84%"
"Nov 10","81.19","76.97","81.44","75.63","-","5.07%"
"Dec 10","79.03","81.26","81.36","78.78","-","-2.66%"
"Jan 11","77.73","79.14","81.31","77.54","-","-1.64%"
"Feb 11","76.89","77.61","78.87","76.76","-","-1.08%"
"Mar 11","75.86","76.86","77.38","75.34","-","-1.34%"
"Apr 11","72.93","76.05","76.61","72.83","-","-3.86%"
"May 11","74.64","72.99","76.37","72.70","-","2.34%"
"Jun 11","74.30","74.43","76.02","73.51","-","-0.46%"
"Jul 11","73.90","74.45","76.72","73.42","-","-0.54%"
"Aug 11","74.12","73.81","75.42","73.45","-","0.30%"
"Sep 11","78.55","74.17","78.86","74.15","-","5.98%"
"Oct 11","76.17","79.02","79.84","74.72","-","-3.03%"
"Nov 11","78.38","76.56","79.70","76.46","-","2.90%"
"Dec 11","80.18","78.33","80.85","77.97","-","2.30%"
"Jan 12","79.29","80.28","81.78","78.74","-","-1.11%"
"Feb 12","78.74","79.32","80.12","78.09","-","-0.69%"
"Mar 12","79.00","78.77","80.74","78.63","-","0.33%"
"Apr 12","78.78","78.89","80.18","78.64","-","-0.28%"
"May 12","83.04","78.78","83.22","78.60","-","5.41%"
"Jun 12","81.63","83.07","83.54","81.19","-","-1.70%"
"Jul 12","82.64","81.56","84.10","81.53","-","1.24%"
"Aug 12","81.21","82.70","83.51","80.96","-","-1.73%"
"Sep 12","79.94","81.29","81.67","78.60","-","-1.56%"
"Oct 12","79.92","79.95","80.33","78.94","-","-0.03%"
"Nov 12","80.15","79.95","81.45","79.86","-","0.29%"
"Dec 12","79.77","80.24","80.66","79.01","-","-0.47%"
"Jan 13","79.21","79.69","80.87","79.13","-","-0.70%"
"Feb 13","81.95","79.13","82.00","78.92","-","3.46%"
"Mar 13","83.22","81.92","83.30","81.78","-","1.55%"
"Apr 13","81.75","83.05","83.49","81.60","-","-1.77%"
"May 13","83.26","81.71","84.50","81.33","-","1.85%"
"Jun 13","83.14","83.32","83.38","80.50","-","-0.14%"
"Jul 13","81.45","83.18","84.75","81.41","-","-2.03%"
"Aug 13","82.09","81.66","82.49","80.75","-","0.79%"
"Sep 13","80.22","82.05","82.67","80.03","-","-2.28%"
"Oct 13","80.19","80.27","80.75","79.00","-","-0.04%"
"Nov 13","80.68","80.23","81.48","80.25","-","0.61%"
"Dec 13","80.03","80.66","80.99","79.69","-","-0.81%"
"Jan 14","81.31","80.21","81.39","80.08","-","1.60%"
"Feb 14","79.69","81.28","81.32","79.69","-","-1.99%"
"Mar 14","80.10","79.90","80.35","79.27","-","0.51%"
"Apr 14","79.47","80.10","80.60","79.33","-","-0.79%"
"May 14","80.37","79.52","80.58","78.91","-","1.13%"
"Jun 14","79.78","80.36","81.02","79.76","-","-0.73%"
"Jul 14","81.46","79.79","81.57","79.74","-","2.11%"
"Aug 14","82.75","81.44","82.75","81.19","-","1.58%"
"Sep 14","85.94","82.77","86.22","82.67","-","3.85%"
"Oct 14","86.92","85.92","87.13","84.47","-","1.14%"
"Nov 14","88.36","87.08","88.44","86.88","-","1.66%"
"Dec 14","90.27","88.16","90.33","87.63","-","2.16%"
"Jan 15","94.80","90.36","95.48","90.33","-","5.02%"
"Feb 15","95.32","94.58","95.85","93.25","-","0.55%"
"Mar 15","98.36","95.38","100.39","95.06","-","3.19%"
"Apr 15","94.60","98.42","99.99","94.40","-","-3.82%"
"May 15","96.91","94.83","97.78","93.13","-","2.44%"
"Jun 15","95.48","96.90","97.68","93.56","-","-1.48%"
"Jul 15","97.34","95.58","98.15","95.45","-","1.95%"
"Aug 15","95.82","97.22","98.33","92.62","-","-1.56%"
"Sep 15","96.35","95.93","96.70","94.06","-","0.55%"
"Oct 15","96.95","96.27","97.82","93.81","-","0.62%"
"Nov 15","100.17","96.69","100.31","96.64","-","3.32%"
"Dec 15","98.63","100.23","100.51","97.19","-","-1.54%"
"Jan 16","99.61","98.59","99.83","98.05","-","0.99%"
