Date,Price,Open,High,Low,Vol.,Change %
Apr-88,6.498,6.835,6.835,6.325,12.99K,-3.80%
May-88,6.6,6.45,6.77,6.28,3.90K,1.57%
Jun-88,6.678,6.77,7.31,6.54,23.28K,1.18%
Jul-88,6.807,6.66,8.06,6.653,5.38K,1.93%
Aug-88,6.556,6.867,6.87,6.45,17.38K,-3.69%
Sep-88,6.135,6.53,6.64,6.13,4.79K,-6.42%
Oct-88,6.303,6.23,6.405,6.16,0.17K,2.74%
Nov-88,6.136,6.3,6.54,6.005,29.01K,-2.65%
Dec-88,6.038,6.17,6.28,6.01,8.03K,-1.60%
Jan-89,5.792,6.055,6.2,5.77,0.98K,-4.07%
Feb-89,5.824,5.875,5.965,5.795,26.22K,0.55%
Mar-89,5.778,5.82,6.19,5.72,11.54K,-0.79%
Apr-89,5.601,5.78,5.868,5.57,25.97K,-3.06%
May-89,5.16,5.65,5.68,5.06,5.53K,-7.87%
Jun-89,5.155,5.185,5.464,5.1,19.47K,-0.10%
Jul-89,5.269,5.26,5.41,5.105,3.36K,2.21%
Aug-89,5.045,5.19,5.31,5.04,18.49K,-4.25%
Sep-89,5.226,5.06,5.31,5.02,4.67K,3.59%
Oct-89,5.18,5.22,5.279,5.02,0.85K,-0.88%
Nov-89,5.668,5.135,5.874,5.135,18.80K,9.42%
Dec-89,5.208,5.68,5.74,5.12,5.98K,-8.12%
Jan-90,5.194,5.17,5.33,5.12,1.80K,-0.27%
Feb-90,5.127,5.22,5.35,5.05,24.94K,-1.29%
Mar-90,4.945,5.12,5.16,4.89,4.95K,-3.55%
Apr-90,4.932,4.935,5.18,4.86,15.86K,-0.26%
May-90,5.074,4.94,5.283,4.94,4.95K,2.88%
Jun-90,4.887,5.09,5.09,4.74,23.71K,-3.69%
Jul-90,4.787,4.89,4.98,4.77,6.89K,-2.05%
Aug-90,4.759,4.77,5.28,4.74,10.45K,-0.58%
Sep-90,4.761,4.761,4.915,4.695,5.23K,0.04%
Oct-90,4.153,4.63,4.69,4.05,0.93K,-12.77%
Nov-90,4.122,4.23,4.267,4.045,29.26K,-0.75%
Dec-90,4.192,4.115,4.31,3.93,8.01K,1.70%
Jan-91,3.83,4.18,4.288,3.751,2.05K,-8.64%
Feb-91,3.729,3.852,3.852,3.508,28.18K,-2.64%
Mar-91,3.849,3.72,4.195,3.695,4.63K,3.22%
Apr-91,3.969,3.94,4.1,3.855,17.26K,3.12%
May-91,4.098,3.97,4.16,3.92,3.60K,3.25%
Jun-91,4.424,4.156,4.55,4.13,19.75K,7.96%
Jul-91,4.055,4.43,4.52,3.984,4.36K,-8.34%
Aug-91,3.807,4.029,4.029,3.785,16.17K,-6.12%
Sep-91,4.13,3.825,4.275,3.81,2.93K,8.48%
Oct-91,4.09,4.16,4.16,4.06,2.43K,-0.97%
Nov-91,4.057,4.055,4.09,3.995,23.30K,-0.81%
Dec-91,3.883,4.06,4.08,3.785,5.72K,-4.29%
Jan-92,4.167,3.855,4.33,3.855,15.44K,7.31%
Feb-92,4.1,4.155,4.205,4.05,16.94K,-1.61%
Mar-92,4.13,4.07,4.195,4,3.87K,0.73%
Apr-92,3.988,4.075,4.1,3.91,9.95K,-3.44%
May-92,4.013,4,4.135,3.975,4.81K,0.63%
Jun-92,4.028,4,4.09,3.955,12.69K,0.37%
Jul-92,3.927,4.03,4.07,3.82,2.60K,-2.51%
Aug-92,3.73,3.875,3.955,3.63,8.55K,-5.02%
Sep-92,3.739,3.73,3.88,3.665,3.30K,0.24%
Oct-92,3.751,3.75,3.79,3.725,13.23K,0.32%
Nov-92,3.731,3.785,3.885,3.67,4.39K,-0.53%
Dec-92,3.672,3.735,3.785,3.63,3.89K,-1.58%
Jan-93,3.652,3.64,3.7,3.64,0.31K,-0.54%
Feb-93,3.565,3.66,3.756,3.525,21.96K,-2.38%
Mar-93,3.88,3.565,3.9,3.53,4.30K,8.84%
Apr-93,4.389,3.87,4.4,3.835,5.51K,13.12%
May-93,4.611,4.45,4.72,4.225,2.89K,5.06%
Jun-93,4.558,4.44,4.62,4.23,15.70K,-1.15%
Jul-93,5.392,4.54,5.27,4.53,5.16K,18.30%
Aug-93,4.838,5.375,5.4,4.54,7.98K,-10.27%
Sep-93,4.061,4.83,4.84,3.91,2.88K,-16.06%
Oct-93,4.355,4.04,4.465,4.02,0.11K,7.24%
Nov-93,4.42,4.19,4.625,4.19,27.63K,1.49%
Dec-93,5.087,4.4,5.14,4.375,5.65K,15.09%
Jan-94,5.124,5.085,5.33,5,0.06K,0.73%
Feb-94,5.356,5.27,5.37,5.16,23.65K,4.53%
Mar-94,5.771,5.33,5.79,5.16,6.34K,7.75%
Apr-94,5.338,5.44,5.44,5.07,21.53K,-7.50%
May-94,5.53,5.32,5.745,5.05,5.59K,3.60%
Jun-94,5.38,5.285,5.51,5.215,13.91K,-2.71%
Jul-94,5.317,5.36,5.47,5.12,2.37K,-1.17%
Aug-94,5.443,5.305,5.45,5.063,13.39K,2.37%
Sep-94,5.609,5.41,5.73,5.375,2.46K,3.05%
Oct-94,5.242,5.615,5.615,5.585,0.50K,-6.54%
Nov-94,4.896,5.11,5.26,4.84,33.25K,-6.60%
Dec-94,4.874,4.88,4.935,4.53,3.89K,-0.45%
Jan-95,4.649,4.815,4.885,4.635,0.11K,-4.62%
Feb-95,4.513,4.665,4.74,4.43,29.09K,-2.93%
Mar-95,5.293,4.44,5.25,4.34,4.03K,17.28%
Apr-95,5.722,5.21,5.93,5.21,14.76K,8.11%
May-95,5.287,5.72,6.16,5.1,5.20K,-7.60%
Jun-95,5.014,5.2,5.44,4.98,16.58K,-5.16%
Jul-95,5.031,5.025,5.41,4.98,3.47K,0.34%
Aug-95,5.311,5.139,5.789,5.11,23.04K,5.57%
Sep-95,5.435,5.28,5.515,5.13,5.28K,2.33%
Oct-95,5.337,5.3,5.419,5.263,0.62K,-1.80%
Nov-95,5.186,5.3,5.425,5.09,23.55K,-2.83%
Dec-95,5.163,5.18,5.24,5.05,5.15K,-0.44%
Jan-96,5.565,5.12,5.575,5.12,0.49K,7.79%
Feb-96,5.497,5.72,5.8,5.42,26.74K,-1.22%
Mar-96,5.52,5.5,5.705,5.32,2.98K,0.42%
Apr-96,5.291,5.51,5.51,5.2,13.46K,-4.15%
May-96,5.381,5.3,5.505,5.23,2.49K,1.70%
Jun-96,4.979,5.35,5.355,4.955,32.40K,-7.47%
Jul-96,5.122,5,5.13,4.86,1.85K,2.87%
Aug-96,5.174,5.05,5.19,5.02,15.51K,1.02%
Sep-96,4.829,5.175,5.175,4.8,5.15K,-6.67%
Oct-96,4.788,4.82,5,4.805,0.45K,-0.85%
Nov-96,4.714,4.79,4.92,4.66,19.50K,-1.55%
Dec-96,4.74,4.68,4.89,4.64,4.35K,0.55%
Jan-97,4.901,4.63,5.01,4.6,0.31K,3.40%
Feb-97,5.31,4.91,5.335,4.91,18.97K,8.35%
Mar-97,5.052,5.28,5.39,5.03,3.82K,-4.86%
